Tweet,Hate,Fake
"Corona Virus has entered India, let's go to Tablighi Jamat. Let's not empty Shaheen Bagh.",1,1
"@RajatSharmaLive @guptashyam7666 It will definitely happen, till now all the members of Tablighi Jamaat have tested positive for corona, haven't heard it from the saints yet",1,1
"@KiranGite @Kisanektamorcha Shame on you those farmers whose son recently died in the army! What are you people made of? People don't give up their lives in fake protests, don't they sit on the streets in such cold and rain, you must be doing all this with the money! That's for your rights",1,0
Sir hum à¥¨à¥¦ log à¤«à¤à¤¸à¥ hue hain,0,0
@__Veda_ Poi pathaan boycott cheeyu chaanakame,1,0
Shameful sad Ã°ÂÂÂ¥,0,0
"@sangeetabaner16 @ajit_vashisth @Ali_husain861 @Offical_Arnab @I_M_Shreyaa @sardanarohit If corona virus spreads in the Jamaati, not a single Muslim would be spared, not a single Jamaati would have the virus, Maharashtra was done there too, Tabligi Jamaat spread it in Gujarat too",1,1
"@barri_ismail @TimesNow In Tamil Nadu 90% cases are Tablighi. Is this report also wrong? It is true that due to Tablighi Jihadis, corona has spread rapidly in the country. Modi phobia, get well soon.",1,1
"Which Jamaat or Muslim took them there.... Here our workers were going home without pay, were dying of hunger, doctors did not have the necessary equipment. People are asking the PM why Namaste Trump was called despite Corona. So divert attention from all these things",0,0
"@AamAadmiParty @ArvindKejriwal Jath- Shaheen Bagh happened because of shame... Delhi riot happened... which party did the politician who did it belong to... 
For power this @ArvindKejriwal has become absolutely psycho... 
First do some work properly... 
Jhooti b",1,0
"Shame on BJP, the rapist said this <br>And before the BJP can get votes, the whole country will sell off its friend Ambani",1,1
"Only Rakshasas live in Tamil Nadu, the people there do not even speak Hindi, as if these people are not from India, they should be drowned and killed ð¡ð¡ð¡",1,1
#ModiHaiToMumkinHai #ModiAdaniBhaiBhai #AdaniSolidComeback #AdaniHindenburg #AdaniScam @Wise__Trader 2Baar vote jo diya hai Abhi #Nota https://t.co/ThYJ6D8JHW,0,0
"@ANI @narendramodi what is it, you farmers are protesting, you are stopping covid 19, even if it is there then you are not the one giving fake reports #KisaanmazdoorEktaZindabaad #KisaanVirodhiNarendraModi 
#ripmodi",1,0
@Zswetank @sanjukta @Amana_Ansari @baxiabhishek Shaheen Bagh ke dance ka video share kr ek baar,0,0
Allah Hu Akbar Ã°ÂÂÂ¯Ã¢ÂÂÃ¯Â¸Â,0,0
"Dear sister, you are invited to come back to Sanatan Dharm… You will get a chance to live freely… Penguins will not be able to roam around in the bank… After seeing a good Hindu boy, we will get your marriage done as well…",0,0
Do ground reporting from Tamilnadu... Everyone is sitting here and hungry... Someone go to Tamilnadu and see it yourself once ð ð ð ð ð,0,1
"@satish327 @khanumarfa @thewire_in @thewirehindi Arey you are not a devotee but a blind devotee...
Compare a terrorist devotee with Jamaat, brother Kidhar...
A devotee is the biggest virus????????????
There is a treatment for Corona but not for a terrorist devotee????",1,0
"@RizwanKotwal Wah re, the last spark will be extinguished soon peacefully Corona, I remember who sent the country into the mouth of death .. Who spit on the Tablighi Mulayam doctor, they forgot, they killed the saint, if you have shame then drink it and die.",1,1
1 Hindu who changed his name to Abdul and fell in love with a Muslim girl and killed her 35 times <br>Bhagwa love trap Ã°ÂÂ¤Â£Ã°ÂÂ¤Â£Ã°ÂÂ¤Â£Ã°ÂÂ¤Â£ andhnamazi,1,0
"@aajtak Corona virus is not natural, China has spread it",0,1
"@RubikaLiyaquat Till now no journalist has been affected by Corona. There is no medicine in EMS, there is no safety measure for Narcotics Control, this is how Corona is spreading in the community",1,1
"@aajtak @SwetaSinghAT and how many times did you mention GPS technology and nano chip in the 2000 thousand rupee note. This news has crossed the limit, is it?",0,0
"@hibakha10213437 @pinkichaubey @Gudia__talk @Yadavpriyaspa @thesahilchwdry @Farheen_Naaz00 @ppbajpai @SaralVyangya @Chandra67486807 In Nizamuddin, there were 2000 people in the table-whipping jamaat and the entire Muslim community is responsible for corona, now those who have been doing this since yesterday should be punished.",1,1
"@anjanaomkashyap Arey what did you say Anjana ji, Corona was first spread by Tablighi Jamaat, this news is known to the entire media, you should not defame China and China for this matter without any reason",1,1
"At least Hindus do not kill by cutting, like Muslim boys.<br><br>Proudly saying I am Hindu Ã¢ÂÂ¤",1,0
"@DrHarjitBhatti @RichaChadha @chitraaum It was Chitri who had made false allegations on the Jamaat that people are spitting from the bus, she prayed for the corona warriors and was sitting like a mad woman, now her heart is dead, now she cannot see the problems of the warriors, she does not have the heart to do so",1,1
"@MdshafiuddinMd @News18India @sambitswaraj @AMISHDEVGAN When you should have come forward in opposition to Corona, then the Tablighi Jamaat people should have kept quiet, if they had come in front then I would have also respected them!",1,1
Tamil people.. will they not come out of Tamilnadu?? ð¡ð¡,1,1
"@ZeeNews @sudhirchaudhary @ianuragthakur You don't say your patriotism in the whole country, say hate and disrespect, you have ruined the peace of the country, you have brought shame, you have spread corona, like Tablighi you too are a traitor",1,1
"I am old now, beta I have got the habit of sitting",0,0
Is being Muslim in India a crime???<br>BJP has ruined everything...,1,0
"@RCmazedar @RahulGandhi Bo (Tabligi Jamaat people) your heart's friends, those are the ones who spread Corona",1,1
"@puneetsinghlive What did the people of Mustafabad do to those who voted? When riots took place there, what was Kejriwal's role there? When Okhla voted, what did Kejriwal say about the Shaheen Bagh protest?",1,0
"What is today's langar menu for fake farmers protest????

#JustAsking",1,1
All this is dog play...,0,0
"@mayanksledger @svaradarajan read it first friend. When the Jamaat was going on, Ajay Bisht had said that we will celebrate Ram Navami, we will save Ram from Corona.

Later it was cancelled.

Use your brain a little friend.

https://t.co/y8TubJqOYQ",1,1
what is it.saitan saitan saitan children it is a big dealÃ°ÂÂÂÃ°ÂÂÂ,0,0
Ooyy didi television haram h islam m Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ,0,0
"Nothing from China lasts for more than 4 days, how did this corona virus survive?
#coronamemes
#COVID19outbreak",0,1
"@GautamGambhir First Kanika Kapoor and then those who called Tablighi Jamaat criminals, now what will you do to this worst group of people!! They have no right that the government should treat them with corona!!
This is a shame but!!",0,0
The logo of our village in Odisha was also killed,0,1
"@CMOhryShadow You are right brother, that is why the number of patients in Delhi is decreasing, if these Jamaat people come forward themselves then Delhi will soon become corona free.",1,1
Islam is only Pagalpan and Halala Mutah. kÃ°ÂÂ¤Â£Ã°ÂÂ¤Â£Ã°ÂÂ¤Â£Ã°ÂÂÂÂ£Ã°ÂÂ¤Â£Ã°ÂÂ¤Â£,1,0
"???? ?? ????? ??? ??? ?? ????? ???, 2000 ?? ?? ??? ?? ??? Nano GPS Chip ????? ?? ???",0,0
Did he get caught or not?,0,0
"@TrueInd26978997 @SushantBSinha @RajatSharmaLive Hey fool, it's true that the corona cases are increasing in India right now because of the dogs of Tabligi Jamaat. Every time you show your caste.",1,1
Those in Tablighi Jamaat are Corona terrorists. What do they do with terrorists in Kashmir? They should be with them.,1,1
"@abhisar_sharma you said it right...Maharashtra and Delhi are in the hands of the Jamaatis...who has to make it corona free...

Jamaat's followers are ignorant Jihadi Jamaat...",1,1
"This man's appearance looks like this, he is a fake man ????????????",1,0
"#corona virus is made by #china, it is a man made virus which China used only to create its own dominance so that economy of other country gets ruined and China remains on top..",0,1
"@Chutkla Which is right and wrong... The witch does Hindu-Muslim thing day and night... Till the time there was no Jamat, Corona came from China... just like Jamaat came, Corona became Hindu-Muslim... Keep this brokerage and illegal thinking with you... There is no need to tell me... And",0,0
"Propaganda...Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ<br>Arrey brother you yourself said that non believers have accepted Islam and come here.<br>Meaning you are definitely secular, rest all are intolerant.",0,0
"In the Friday namaaz jamaat a corona virus patient is standing and praying ""Oh Allah, get Pakistan out of this punishment"" 
Wah brother wah Ã°ÂÂÂÃ°ÂÂÂ»Ã°ÂÂÂÃ°ÂÂÂ»Ã°ÂÂÂÃ°ÂÂÂ» long live Jahalat",1,1
Good work Delhi police Ã°ÂÂÂ£Ã°ÂÂÂ£Ã°ÂÂÂ£,0,0
If you have guts in your ass then go and debate near ex-muslim,1,0
"@umashankarsingh the news we should get on news channels like medical kits, migrant labourers, jobs, planning for future etc but what do we get…. the same Pakistan lost corona, muslim corona, tabligi jamaat and in some channels mujra also happens…",1,1
@anjanaomkashyap Safari Tablighi Jamaat's spit is involved in spreading Corona. China alone has little contribution in spreading Corona.,1,1
#BoycottPathaan the trend was great. https://t.co/0phvw0DBs5,1,1
Majority of Hindus also vote for BJP for this propaganda...,0,0
hey shut up satvi failed,1,0
"@vivekagnihotri Dear Andhbhakts, I request you to now leave the Pathan and boycott the youth ????????",1,0
"@SushantBSinha @nirnaykapoor brother tell me the reason for calling Trump's gathering, because Corona spread here",1,1
"@Husain_crazyboy These bastards of their own MC Jamaat are roaming around secretly taking the Corona boom, like a terrorist in the mosque, see for yourself later you find out that the death rate of the disciple is more and more Muslim ???? Then say long live the Jamaat people ???? Hindu doctor",1,1
"Country washers, don't die of corona virus, be careful. If you have to kill then kill by fighting with China, life will be spent for the service of the country.",1,0
"@AslamAh22422618 @0Nita_ji @narendramodi I am here, Ola I am on Uber, chilling Tablighi corona, if you don't see the paper then go to Pakistan",1,1
Modi and Yogi ð¡ð¡ say something...nothing is going to happen just by giving speech,0,1
"He is a worker of the Bharatiya Janata Party, who was earlier a staunch supporter of the BJP.",0,0
"After ED and CBI, NIA has also entered because the matter of funding the Naxals is also coming to the fore when there is suspicion of funding in Delhi riots and Shaheen Bagh. Now who comes and who goes, will be known through investigation, but Kumar, faith is never a thing in the air.",0,1
"@sudhirchaudhary once get a vote done on your name and Ravish Kumar's name in the newspaper, you will know your status.

You will get Nano GPS chip just like the 2000 rupee note...",1,0
"@SureshChavhan's status is a matter of status...!!
Educated and advanced people are doing experiments in the lab using science...

And the ignorant are looking for the cure for Corona in cow dung and urine.
????????
Educated countries across the world are blaming China",1,1
"@ShilpiSinghINC Perhaps, from 1947 till today, @INCIndia has also done something like this. 
#Hindus #HindusUnderAttackInUK #HindusUnderAttackInIndia #HindusUnderAttack #HinduLivesMatters 
#WaqfLoot #WaqfAct #Ramsetu",0,0
"@prashantsinghvj @keshu_777 @RoshniOfIndia @88KingGujjar @PKThakurBHR_IND @ladeedafarzana first give the account of people of your caste, of Tabligi Jamaat..how much of the corona virus did they spread and why. Which major madrasas came forward to help the poor?",1,1
@UrduwoodExposed Exactly like Pathan was boycotted ????,1,1
"What can we expect from the thieves and Godi Media? These people have made it their business to do this before every election, may our group be happy!",1,0
"If you want to save the country then think of catching these Jamaat people instead of debating. A law was made to stop Corona but despite knowing everything here, no action was taken against the Jamaat people. If this is not done now, it could be a long time if they are put in jail #AskZee",1,1
"@ReallySwara these people will get treatment quietly..
The Tablighi community was lynching the doctors..
They were spreading corona by spitting out urine and potty..
It is Tablighi's fault, today the whole country is doomed.
I remember a lot..

Faltu's Jhadu Poc",1,1
This crazy woman... she is going upside down...,1,0
Hazrat 8 lakh the quantity is correct my rise is androoni,0,0
"I request the people of entire Bihar to start a war and show Tamilnadu its place. There are not less people in UP, Bihar, Jharkhand, 70 to 75 crore people are there.",1,1
"@AmanJha23852228 @PrateekDhakade @lethal_heroine Khalistan zindabad, it is happening, look farmers protest is also going on. India will win the battle in the whole world",0,0
To which group are you talking about this? <br><br>Muslim is his own enemy <br><br>ISIS <br>9-11 to 26-11,1,0
@ArvindKejriwal How has the race to lick the saliva started among the sycophants and pussy lips???? https://t.co/ZFOW1HuChg,1,0
"Now the fools are increasing, if the situation is bad then someone is stealing fake notes also. I am requesting you with desire to withdraw only 10s, 20s and 50s rupees from the bank. Do not take out fake notes... Do not cut the throat of the children.",1,1
"As we all know that the whole world is suffering from the corona virus. Our country India is also suffering from this epidemic.
After the confirmation of corona infection in some people of Tablighi Jamaat in the last few days, Indian media ran this news in this way",1,1
"Don't get fooled by these fools, they just make sweet talks. When will they drop the bomb and cut your throat, you will not know. You will be seen in some newspapers and then you will get lost.",1,0
"These Sanghi guys have gone crazy, they can't even speak",1,0
"The gang that spreads Corona!!!!
The gang that spreads Corona is more dangerous than Tablighi Jamaat!!!

#ZeeNews
#ZeeNewsSealKaro",1,1
"What kind of Jihad is this, I want to know from Sudheer Chaudhary, the chattering journalist must give an answer, the one who threw the cylinder on the plate, his name is Gangaram.",1,0
@iBackModi Corona is spreading rapidly because of this ignorant group. These idiots have nothing to do with our country. They are spreading Corona Jihad. The order to shoot these people should be given..first shoot that Maulana.,1,1
"@Rizwan21001920 @DChaurasia2312 @drharshvardhan it seems you guys were too much brother, you guys would not have oil in your house
Now Zee News is bad
Trump is bad
But Tablighi Jamaat which even after spreading corona is not the only one who hid is bad
Why is it so late",1,1
"@CoolNambiar @kamaalrkhan One more Cow Devotee & Boycott Chintoo spotted. 

Your ass has gone bad, look at Pathan's collection. Hey, have some shame. 1000 crore.",0,0
"@BabitaPhogat These Tablighi Jamaat have spread the corona virus in Malaysia as well. So if you think you are an Indian, why are you afraid of saying this? Or do you not consider yourself an Indian???? Stop in the trap of thieves",1,1
Mast joke about maara ÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ,0,0
Muslims are their own enemies... this is Sanatani,0,0
"@Anurag_Vishwa Brother, the vaccine for Corona virus is also going to come from China.",0,1
"@RanaAyyub The whole crowd caught fire after spreading corona, let's go, no one gets dizzy Ã°ÂÂÂ

https://t.co/W1dtVgZqF7",1,1
@DaudKhan3283 Those who did not consider Yakub Menon a terrorist are today calling RSS a terrorist. What a stupid thing is this! Salam to all of you. The Jamaat has done a great job in spreading corona and Islamophobia.,1,1
"@sudhirchaudhary @SwetaSinghAT please ???? ??? ?? ?? ?? Nano GPS chip.... 2000/- ?? ??? ??? ???? ???? ?? ????.
.
??? ???? ?? ?? Modi ?? ?? ????? ?? ??? ?? ?? ??? ????? ??????
.
??? ?? ?? ??? Full Confidently ????? ?? ???? https:",0,0
@nkgurjar4bjp @SanjayAzadSln Maulana Saad is responsible for 500000 deaths and the loss of billions of rupees to the country... Tablighi bomb has spread corona in the entire country,1,1
"@PawanKu99479980 @pinkichaubey The pain has come from the traffic of the upper people and has spread to the whole world, only we people have been made responsible, by saying Tablighi Jamaat????????????
And inshallah Corona will lose, Hindustan will win????????????,1,1,O,M,38,6
Tablighi Jamaat was completed during the lockdown. Due to the cheat given by the state government, the Corona epidemic is spreading rapidly.",1,0
@Fussy_Ca @DhaniyaPoodina @KingBullaa Yes that Corona is for the people of Jamaat,1,1
@pbhushan1 And how many people did the Tablighi Jamaat people kill by spreading corona in the whole country??? Upload a report on this too..,1,1
"Today we got the darshan of our Lord ????

Jai Shree Ram Jai Bhim Jai Hind ????????

#HinduRashtra #HindusUnderAttack #Dalithindu #dalit #SanatanaDharma #Hindutva #HinduRashtra #Hinduism #hindumunnani https://t.co/5KiNI5PLuW",0,0
"@RK_Insight @narendramodi This friend will give corona vaccine to Modi.. 
Please tell me about the Jamaat people too ma'am ji. Those poor guys are desperate for one of your tweets! 
How can there be discrimination with them?",1,1
"@UrduwoodExposed yes and boycott more, #Pathaan has become a #blockbuster, now it is the turn of #jawaan.",0,0
"Corona was spreading in Markaz and Jamaat in India, today the liquor shops are full of drunkards, have these people got the vaccine, now why is the Godi media silent, why is that dog Arnab silent, even now he asks India Rubika Romana 100 Barasiya sale everyone went silent, no one said anything",0,0
"@SupriyaShrinate Who is leading the protests since 2019, Gali wali madam?
Shaheen bagh protests,
Farmers protests,
Agniveer protests,
Hijab protests,
Ab Bharat jodo protests? 
Tell me? Who is doing it?",1,0
"It is not like this, these people have spread the corona virus and this media has defamed the Tablighi Jamaat people, this is the wrong number",1,1
"@sardanarohit Are you a Godi anchor who is only blaming Tablig Jamaat ???????????? We know very well that you guys have received a huge amount of money to target the Muslims, please tell us due to whose failure corona has come to India",1,1
@1ALOKJOSHI Hindenburg would have been better if he had paid attention to his SVB even on 25??? but he got the chance to drown Adani who has a company on seven seas by becoming Sorosjeevi @VinodAgnihotri7 @ashutosh83B @SatkSingh @VinodSharmaView @TVMohandas,1,0
Such nonsense journalists are increasing day by day.,1,0
@BeSaatvik @BSharma90 @TajinderBagga Bhai not only China but America and the whole world got affected by the Chinese corona virus,1,1
"Boom !!! Almost 2 dozen Zee News employees are found corona positive. I did not know that just by saying Tablighi Tablighi all day long one would get corona????. Unfortunately, the plasma required to treat Zee News employees has also been donated by Tablighi Jamaat????

#ZeeNewsSealKaro",1,1
"@Mohamma82604088 I did not call you a traitor, the first mistake is yours that you are calling wrong the people who have saved the lives of all of us from this corona. Tabliki Jamaat did so much hard work but you are saying that we are defaming them.",1,1
"@sudhirchaudhary Your DNA was known from the day you talked about installing Nano GPS chip in Rs. 2000 notes!! 
There is Narendra Modi's blood in your DNA, illegitimate!!! 
Talk about rights, talk about the poor, talk about the unemployed of the country!! 
But n",1,0
"The place where Islam was born was completely closed. Namaaz was closed, Mecca was closed, Medina was closed. But according to the table gathering and Mullah here, Muslims will not get Corona if they offer Namaaz five times. 

Jihadin aapa @_sabanaqvi @RanaAyyub anything to say??",1,1
"@DChaurasia2312 @WhiteHouse @narendramodi @realDonaldTrump After seeing Trump's action and our country's media, it seems that Trump is from Tablighi Jamaat... It is Trump's credibility that has spread corona in Gujarat.",1,1
"@RajatSharmaLive @indiatvnews According to the reports till now, 30% corona carriers are from Tabligh Jamaat. So brother, who is responsible for the remaining 70%. Please report on this too @RajatSharmaLive sir. 
And the administration there got the report about the madarsa wrong.",0,0
Jai Shri Krishna didi g. Ã Â¤ÂÃ Â¤Â¯ Ã Â¤Â¶Ã Â¥ÂÃ Â¤Â°Ã Â¥Â Ã Â¤Â¹Ã Â¤Â°Ã Â¤Â¿ Ã Â¤Â¬Ã Â¤Â¹Ã Â¤Â¨ Ã Â¤ÂÃ Â¥Â,0,0
"#Indians you keep crying about #Petroldieselprice, they are big in making #India a Muslim country. #HindusUnderAttack",1,1
"@KrishnaMohanSha @Ravishkumar011 In America, patients who recovered from corona are having to pay Rs 10,000,000 along with blood. Thankfully, we are not taking money from Tablighi.",1,1
@SanjayAzadSln Hehehehejej this is the same minister who discovered nano technology GPS chip in the 2000 rupee note. ????????,0,0
"If there is corona in the Jamaat,

Maulana Saad Sahab is responsible,

Corona in Zee News,

Why is @sudhirchaudhary not responsible,

If there is corona in the RSS office,

Why is @mohanbhagwat not responsible,

If corona comes to the country,

Why is @narendramodi not responsible,

Why these two-sided decisions..??",0,0
"@AkashRana72099 @apnarajeevnigam beta go and check who is coming on 2nd June and this year in December, and you guys with 2 rupees get ready, 2nd June is not too far away, start trending boycott Jawan and like Pathan, give him also the highest grade",0,0
"@sudhirchaudhary Aww when people, intellectuals and journalists were asking for proof of nano GPS chip in Rs. 2000 note then you trusted the WhatsApp forward. I did not ask for proof from anyone.",0,0
Who made this donkey Ashwini a lawyer...,0,0
"@goelgauravbjp @BabitaPhogat @SinghNavdeep @Sunil_Deodhar @SharmaKhemchand @Maltiupadhyay1 @Real_ajayku @amritabhinder @Sanchitastic @geeta_phogat @TheAnujBaipai This is India my brothers, there is a state like Bihar in Muzafarpur where the president of China lives.",0,0
Anger is coming from inside,0,0
@ak786033 @Shilpa_Bhartiy @GautamGambhir @ArvindKejriwal I did not know that Tablighi Jamaat is also called development... Corona exposed the truth...,1,1
@HDdhindsa @ankitsu92127329 @diljitdosanjh Then which Khalistan is shouting if this is just a protest of farmers? The government also belongs to the country and not to the Hindus? Say something for Yogi Dule too my little brother,0,0
The consequences of the spread of CORONA VIRUS in the world through the actions of China are similar to those of ours. If the world is fighting this epidemic and demands compensation from China then there is nothing wrong in it. Regulations on the minds of China are necessary.,0,1
Red light whore,1,0
"You daughter of a donkey, keep on talking nonsense here and understand that 13 lakh Muslim girls have married Hindus… The thing is that Islam is a false religion, it is based on lies, Muslims have no faith, no beliefs… That is why Muslim girls are leaving Islam soon and in future many girls are ready to leave Islam… Muslim girls do not like Islam at all",1,0
"@AMISHDEVGAN If Corona spreads fast in India, the responsibility will not be on Tablighi Jamaat or the people who participated in Ramnavmi. The biggest responsibility will be on @AMISHDEVGAN and other Godi media. Those who hid a very big issue from India and spread it.",1,1
"The money I saved by buying Chinese goods all my life,

I recovered from Corona virus in the hospital in 4 days.

#coronavirus",0,0
"@KhanAmanatullah Is Tablighi Jamaat only Muslim???
Do they represent all Muslims???

Leave the lies and deceit, Corona spread only where the Jamaatis went, rest of the crores of Muslims are sitting peacefully in their homes.",1,1
"@DChaurasia2312 @Sushil_m_RSS This Charsi is still haunted by the ghost of the Jamaat, what have you done till now to learn from corona, Chaurasia tuney, the poison of hatred is created only in the longs",1,1
@ArvindKejriwal Now won't you tell me which group is being affected by corona in Mofflar?,1,1
"????? ??? ?? ?? ???? ??????????? ?? ??? ????????? 2000 ?? ??? ??? Nano GPS Chip ??? ?????? ?? 
 ?? ???????? ?? ????? ??????",0,1
"???????????? ???????????? ??????????????? ?????? 2024 ?????? PM ???????????????  ?????? ???????????? ??????????????? 
???????????? ??????????????? ?????? ???????????? ?????? ???????????????????????? ?????? ????????? ?????? ???????????? ???????????????????????????????????? 

 ?????????????? ???????????? ???????????? ????????? ?????? ?

#SalNaaz
#ExtendTheLockdown
#modiji_crush_tablighi_virus
#AsiManshiFitLookCover
#Covid_19 #Corona #CoronavirusLockdown https://t.co/AznJdMMFFo",1,1
"Where is Tablighi Tihadi hiding? The country wants to go, the truth is that Tihadi is facing trouble. Maulana Sudhir Tihadi is a bigger problem for the country than corona at this time.",1,1
I am dalit <br>But I am a kattar Hindu Ã°ÂÂÂ©Ã°ÂÂÂ©Ã°ÂÂÂ©.<br><br>I will marry to a santani girl only. Ã¢ÂÂ¤Ã¢ÂÂ¤Ã°ÂÂÂ,0,0
@DrMonikaSingh_ Now let's see how many devotees believe this story and will hold Modi responsible...except as per the Jamaat story told by the media...Modi ji himself called after saying Namastey Trump...so Modi ji is responsible for the Gujarat outbreak of CO,1,1
"@Tajinde01423855 @BqwW2pJAGZW272J @KanganaTeam Bhai I too am from a farmer's family..
And if we talk about anti-Hindu issues, then we will find a lot of Khalistan and anti-Hindu slogans and posters on the ground.. And people will also say that this is a protest of the farmers.",0,0
"@SalmanNizami_ What silver has your community brought for the country...wherever you look, they create an atmosphere of mourning. What have you done for the country, tell us that first...did you talk to Tablighi Jamat face to face? Abused them for spreading corona?",1,1
@geeta_phogat Corona virus has been created by Tabligi Jamaat.... and till now we are thinking that we are produced by China.... we don't know who Baba ji's idiot is.,0,1
"Be careful lest it happens that you are left with nothing except regret

#HindusUnderAttack #Hindus #HinduLivesMatters #Uttarakhand #AnkitaSingh #Ankita #AnjaliArya",0,0
@ind_rajat92 Everyone does service...? for #HindusUnderAttack,0,0
"@RajatSharmaLive @indiatvnews Des is looking for anti-corona dose. 
And this corona crowd, shame on seeing such low category people doing journalism.",1,1
"@Manuskiaahe11 @Kaur17810394 @Rajxkaur @RajveerRawal11 @BefittingFacts @diljitdosanjh These people who are giving the farmers protest the colour of Khalistan, everyone is understanding something.",0,0
"Something to think about
Why did Modi not get the corona virus? He is God. How many tours has Modi done? America, China, Saudi Arabia, Dubai and he also woke up taking his bag. Whatever their age, they are going to get corona. Old people and children are more prone to corona. Is Modi a magician?",0,0
"@PTI_News Place an order for free, you had made the announcement

The rest of the states have placed the order, it is coming to them

You people have used Delhi's money in the ad and have created fake farmer protest",1,1
"You should fact check these fake tweets. Brother, you have a progressive mind",0,0
"@Akshay83682698 @RVCJ_FB Mc take a look at this bsdk once this is on your account's timeline. Like you, I have seen a lot of SSR's sons and daughters who were born after 219. Go and get caught by the boycott gang and suck 2 lemons and 1 chilli and earn at least 2-2 Rs.",1,0
@VishalT92442012 He is not going to do anything. What did the Supreme Leader and Chanakya do when the farmers were protesting? Khalistan slogans were raised in Himachal Pradesh too and what did the BJP government there do? How many fingers will you point at?,1,0
@sudhirchaudhary @ZeeNews ???? ???? ?? nano gps chip ?? ??? ???????? ??? 2000 ?? ?? ??? ?? ??? ?? ??? ?? ??? ?? ???? ????? ????? ??? ??? ?? ?? ???? ???,0,0
"As much news about Tablighi Jamaat is coming, sometimes we feel like laughing that how low the standard of our media has fallen, let's accept that they were spreading corona, let's also accept that those people harass the nurses but those people are urinating in the room, it must be a bit more.",1,1
@News18India @AMISHDEVGAN @sambitswaraj don't let such people come to the debate. Those who call Tablighi Jamaat people corona warriors will die like dogs.,1,1
That's why you don't trust me or the government,1,0
"Hey sister, have you heard any such news till now, that after making a Hindu a Muslim girl, they married her by giving her names like MD or Ali, then raped her, then converted her into Sanatan, then cut her into 36 pieces? And if you see the opposite side, how many important things are there, every few days we see this on TV in the news or on the CCTV camera... the news one may be a lie but what was seen two days ago in the Delhi case, is all that a lie.. please explain?? Ã°ÂÂÂ",1,0
Doesn't corona spread from this gathering???,1,1
"@sardesairajdeep @zoo_bear That's right, see for yourself, even during the farmers protest the tune was spread as fake news",1,0
Bhagwa love trap this is new in the mat... till now not even a single case has happened...,0,0
"@Myself_Prince_ The hype for Pathan was created more by the Boycott gang and not by YRF. The boycott gang informed the common audience that Shah Rukh Khan's film is coming, YRF did not spend even a penny on its promotion.",0,0
manish kashyapð· He is a number one liar... He spreads lies in the name of news and when caught he blames the government,1,0
Quint-ul-lund-aadðḈ៕¤£ðḈៈ¤£,1,1
"@Cryptic_Miind @Sadhvi_prachi I was sleeping well...

The boycott gang pointed a finger at me and I got a little angry...

""Get up and go to the cinema hall and see the path""

????????????",1,0
"@shubhankrmishra Shaheen Bagh protest song 
We will watch it",0,0
"#BoycottPathaan 
#BoycottBollywood 

Bhikmango look at this????????",0,0
"@aajtak @anjanaomkashyap madam if this jamaat had not been there then the corona cases would not have been 25000. There would have been 20000 but it would not have been like this that if there was no jamaati then there would have been only 500 cases. If it is like this then please explain. The jamaat has been punished, now bring up some new issue for debate.",1,1
"If there were children in Hindu homes, they would have been the same. Some Muslim would have raped my wife, and a Muslim would have a hand in this too.",1,0
Ye haal bengal me bhi hota hain.à¥¤à¥¤à¥¤ Inka,0,1
@RubikaLiyaquat @ajitanjum @anjanaomkashyap @abhisar_sharma @GulbargaTemper1 @AMISHDEVGAN @DChaurasia2312 @ArnabGoswamiRTv @SudhirC78774030 @subhashchandra shut down zee jamaat zee jamaat corona is spreading in zee jamaat and they are killing doctors.. zee ja,1,1
Azadi Ã°ÂÂÂazadiÃ°ÂÂÂ came to jail the king,0,0
"@SwetaSinghAT There was a 2000 rupee note in Sidhu's pocket, aunty the nano chip GPS did not tell you earlier that Sidhu is going to Pakistan now... so much of sycophancy. Anyway it is right, Anjana has taken advantage of it a lot, so aunty why should you keep following you too",0,0
"Wake up hindu samaj

#HindusUnderAttack",0,1
#HindusUnderAttack This is being said again and again but still some secular people consider it a lie and talk about castes in the name of some imaginary history. #You are infidels who are being attacked and if you still want to fight among yourselves then https://t.co/BREKRLUwCY,0,1
You showed me a very nice new thing sir ððð,0,0
@SalmanNizami_ The people who are spreading Corona are from Tablighi Jamaat... Jihadi bastards..,1,1
"But you should be happy that #Phata_and did #Paxtan """,0,0
@AbdulMa38065282 @netanya_mishra @TPNsherni @Kautilya_tilak @_Priyu__ @Yogeshgujjar5 @yogiputinnath @ShubhamW_1 @Ptshriprakash @reaal_sachin @AmritaS9001 I did not say Hindu or Muslim and the pain is like a bosh that is why Pakad is calling him a fool because he is all a fool,1,0
Allah is helpless in front of Satan Ã°ÂÂÂ,0,0
"@ANI Shivaraj Patil : Shree Krishna Ji talks about Jihad to Arjun 
I as an Indian #Condemn this statement.
#PatilMafiMaang #Hinduphobic #HindusUnderAttack",0,0
"@ManojPa73446979 @Rajesh84027467 @EagleLav @smrat59228 @manakgupta @news24tvchannel Arey, the center is not giving money in Delhi to fight corona. Kejriwal is not being allowed to work.. There is money to come daily on TV and give ads. Maulvi's salary or not",0,1
